,Type,"City,Town,Ward,Village",Area,Nearest stationFName,Nearest stationFDistance(minute),Layout,Area(m^2),Year of construction,Building structure,Use,City Planning,Maximus Building Coverage Ratio(%),Maximus Floor-area Ratio(%),Transaction period,Renovation,Transaction-price(total)
147,"Pre-owned Condominiums, etc.",Toshima Ward,Ikebukuro,Ikebukuro,8,1K,20,2007,RC,House,Category I Residential Zone,60.0,300.0,3rd quarter 2017,Not yet,20000000
148,"Pre-owned Condominiums, etc.",Toshima Ward,Ikebukuro,Ikebukuro,12,1K,25,2016,RC,House,Commercial Zone,80.0,500.0,3rd quarter 2017,Not yet,34000000
149,"Pre-owned Condominiums, etc.",Toshima Ward,Ikebukuro,Ikebukuro,11,1K,20,1991,SRC,Other,Neighborhood Commercial Zone,80.0,400.0,3rd quarter 2017,Not yet,12000000
150,"Pre-owned Condominiums, etc.",Toshima Ward,Ikebukuro,Ikebukuro,12,1K,25,2016,RC,House,Commercial Zone,80.0,500.0,3rd quarter 2017,Done,36000000
151,"Pre-owned Condominiums, etc.",Toshima Ward,Ikebukuro,Ikebukuro,6,1DK,30,2006,RC,House,Commercial Zone,80.0,600.0,3rd quarter 2017,Not yet,24000000
152,Residential Land(Land Only),Toshima Ward,Ikebukuro,Ikebukuro,9,Unknown,35,2002.0,Unknown,Other,Commercial Zone,80.0,400.0,2nd quarter 2017,Unknown,30000000
153,Residential Land(Land and Building),Toshima Ward,Ikebukuro,Ikebukuro,7,Unknown,100,2002.0,Unknown,Other,Commercial Zone,80.0,400.0,2nd quarter 2017,Unknown,61000000
154,Residential Land(Land Only),Toshima Ward,Ikebukuro,Ikebukuro,8,Unknown,230,2002.0,Unknown,Other,Category I Exclusively Medium-high Residential Zone,60.0,300.0,2nd quarter 2017,Unknown,110000000
155,Residential Land(Land and Building),Toshima Ward,Ikebukuro,Ikebukuro,13,Unknown,100,1975,S,"Housing Complex, Warehouse",Commercial Zone,80.0,500.0,2nd quarter 2017,Unknown,65000000
156,Residential Land(Land and Building),Toshima Ward,Ikebukuro,Ikebukuro,5,Unknown,65,1954,W,"House, Shop",Commercial Zone,80.0,600.0,2nd quarter 2017,Unknown,92000000
157,"Pre-owned Condominiums, etc.",Toshima Ward,Ikebukuro,Ikebukuro,12,1K,25,2016,RC,House,Commercial Zone,80.0,500.0,2nd quarter 2017,Not yet,31000000
158,"Pre-owned Condominiums, etc.",Toshima Ward,Ikebukuro,Ikebukuro,9,1K,20,2012,RC,House,Commercial Zone,80.0,500.0,2nd quarter 2017,Unknown,22000000
159,"Pre-owned Condominiums, etc.",Toshima Ward,Ikebukuro,Ikebukuro,8,1K,20,2005,RC,House,Commercial Zone,80.0,400.0,2nd quarter 2017,Not yet,21000000
160,"Pre-owned Condominiums, etc.",Toshima Ward,Ikebukuro,Ikebukuro,10,Unknown,20,1986,SRC,House,Commercial Zone,80.0,600.0,2nd quarter 2017,Done,19000000
161,"Pre-owned Condominiums, etc.",Toshima Ward,Ikebukuro,Ikebukuro,12,1K,25,2016,RC,House,Commercial Zone,80.0,500.0,2nd quarter 2017,Not yet,34000000
162,"Pre-owned Condominiums, etc.",Toshima Ward,Ikebukuro,Ikebukuro,6,Unknown,60,2013,RC,House,Commercial Zone,80.0,800.0,2nd quarter 2017,Not yet,66000000
163,"Pre-owned Condominiums, etc.",Toshima Ward,Ikebukuro,Ikebukuro,12,Unknown,25,2016,RC,House,Commercial Zone,80.0,500.0,2nd quarter 2017,Unknown,32000000
164,"Pre-owned Condominiums, etc.",Toshima Ward,Ikebukuro,Ikebukuro,12,Unknown,25,2016,RC,House,Commercial Zone,80.0,500.0,2nd quarter 2017,Not yet,34000000
166,"Pre-owned Condominiums, etc.",Toshima Ward,Ikebukuro,Ikebukuro,8,3LDK,70,1999,SRC,House,Commercial Zone,80.0,500.0,2nd quarter 2017,Not yet,41000000
167,"Pre-owned Condominiums, etc.",Toshima Ward,Ikebukuro,Ikebukuro,12,1K,25,2016,RC,House,Commercial Zone,80.0,500.0,2nd quarter 2017,Not yet,33000000
168,"Pre-owned Condominiums, etc.",Toshima Ward,Ikebukuro,Ikebukuro,8,Unknown,15,1985,SRC,House,Commercial Zone,80.0,600.0,2nd quarter 2017,Unknown,10000000
169,"Pre-owned Condominiums, etc.",Toshima Ward,Ikebukuro,Ikebukuro,8,Unknown,50,1985,SRC,House,Commercial Zone,80.0,600.0,2nd quarter 2017,Done,37000000
170,"Pre-owned Condominiums, etc.",Toshima Ward,Ikebukuro,Ikebukuro,15,2DK,40,1984,RC,House,Neighborhood Commercial Zone,80.0,300.0,2nd quarter 2017,Not yet,16000000
171,Residential Land(Land and Building),Toshima Ward,Ikebukuro,Ikebukuro,6,Unknown,45,1988,S,"Housing Complex, Office, Shop",Commercial Zone,80.0,400.0,1st quarter 2017,Unknown,23000000
172,Residential Land(Land Only),Toshima Ward,Ikebukuro,Ikebukuro,13,Unknown,40,2002.0,Unknown,Other,Category I Residential Zone,60.0,400.0,1st quarter 2017,Unknown,28000000
173,Residential Land(Land Only),Toshima Ward,Ikebukuro,Ikebukuro,9,Unknown,100,2002.0,Unknown,Other,Category I Residential Zone,60.0,300.0,1st quarter 2017,Unknown,46000000
174,Residential Land(Land Only),Toshima Ward,Ikebukuro,Ikebukuro,10,Unknown,130,2002.0,Unknown,Other,Category I Residential Zone,60.0,300.0,1st quarter 2017,Unknown,62000000
175,Residential Land(Land and Building),Toshima Ward,Ikebukuro,Ikebukuro,6,Unknown,60,2017,W,House,Category I Exclusively Medium-high Residential Zone,60.0,300.0,1st quarter 2017,Unknown,70000000
176,"Pre-owned Condominiums, etc.",Toshima Ward,Ikebukuro,Ikebukuro,9,1K,20,2012,RC,House,Commercial Zone,80.0,500.0,1st quarter 2017,Unknown,21000000
177,"Pre-owned Condominiums, etc.",Toshima Ward,Ikebukuro,Ikebukuro,11,1K,15,1991,SRC,House,Neighborhood Commercial Zone,80.0,400.0,1st quarter 2017,Unknown,9000000
178,"Pre-owned Condominiums, etc.",Toshima Ward,Ikebukuro,Ikebukuro,15,3DK,50,1984,RC,House,Neighborhood Commercial Zone,80.0,300.0,1st quarter 2017,Not yet,37000000
179,"Pre-owned Condominiums, etc.",Toshima Ward,Ikebukuro,Ikebukuro,9,1K,20,2012,RC,House,Commercial Zone,80.0,500.0,1st quarter 2017,Not yet,19000000
180,Residential Land(Land and Building),Toshima Ward,Ikebukuro,Ikebukuro,15,Unknown,60,2011,W,House,Category I Residential Zone,60.0,300.0,4th quarter 2016,Unknown,59000000
181,Residential Land(Land Only),Toshima Ward,Ikebukuro,Ikebukuro,13,Unknown,40,2002.0,Unknown,Other,Category I Residential Zone,60.0,500.0,4th quarter 2016,Unknown,19000000
182,Residential Land(Land and Building),Toshima Ward,Ikebukuro,Ikebukuro,1H-1H30,Unknown,90,1990,S,Office,Commercial Zone,80.0,800.0,4th quarter 2016,Unknown,370000000
183,"Pre-owned Condominiums, etc.",Toshima Ward,Ikebukuro,Ikebukuro,11,1K,20,2010,RC,House,Neighborhood Commercial Zone,80.0,400.0,4th quarter 2016,Not yet,27000000
184,"Pre-owned Condominiums, etc.",Toshima Ward,Ikebukuro,Ikebukuro,6,2LDK,60,2013,RC,House,Commercial Zone,80.0,800.0,4th quarter 2016,Not yet,61000000
185,"Pre-owned Condominiums, etc.",Toshima Ward,Ikebukuro,Ikebukuro,14,1R,15,1984,RC,House,Commercial Zone,80.0,400.0,4th quarter 2016,Unknown,7500000
186,"Pre-owned Condominiums, etc.",Toshima Ward,Ikebukuro,Ikebukuro,8,1K,20,2005,RC,House,Commercial Zone,80.0,400.0,4th quarter 2016,Not yet,17000000
187,"Pre-owned Condominiums, etc.",Toshima Ward,Ikebukuro,Ikebukuro,11,Unknown,25,1991,SRC,House,Neighborhood Commercial Zone,80.0,400.0,4th quarter 2016,Not yet,14000000
188,"Pre-owned Condominiums, etc.",Toshima Ward,Ikebukuro,Ikebukuro,10,1K,20,2000,SRC,House,Neighborhood Commercial Zone,80.0,400.0,4th quarter 2016,Not yet,18000000
189,"Pre-owned Condominiums, etc.",Toshima Ward,Ikebukuro,Ikebukuro,8,2LDK,55,1999,SRC,House,Commercial Zone,80.0,500.0,4th quarter 2016,Done,43000000
190,Residential Land(Land and Building),Toshima Ward,Ikebukuro,Ikebukuro,6,Unknown,130,2007,S,Other,Commercial Zone,80.0,400.0,3rd quarter 2016,Unknown,190000000
191,Residential Land(Land and Building),Toshima Ward,Ikebukuro,Ikebukuro,7,Unknown,45,2017,W,House,Category I Residential Zone,60.0,300.0,3rd quarter 2016,Unknown,61000000
192,Residential Land(Land Only),Toshima Ward,Ikebukuro,Ikebukuro,8,Unknown,50,2002.0,Unknown,Other,Category I Residential Zone,60.0,500.0,3rd quarter 2016,Unknown,52000000
193,Residential Land(Land and Building),Toshima Ward,Ikebukuro,Ikebukuro,12,Unknown,65,1979,W,House,Category I Residential Zone,60.0,300.0,3rd quarter 2016,Unknown,30000000
194,Residential Land(Land Only),Toshima Ward,Ikebukuro,Ikebukuro,9,Unknown,50,2002.0,Unknown,Other,Commercial Zone,80.0,500.0,3rd quarter 2016,Unknown,38000000
195,"Pre-owned Condominiums, etc.",Toshima Ward,Ikebukuro,Ikebukuro,5,1DK,25,1986,SRC,House,Commercial Zone,80.0,600.0,3rd quarter 2016,Not yet,13000000
196,"Pre-owned Condominiums, etc.",Toshima Ward,Ikebukuro,Ikebukuro,11,1K,20,2010,RC,House,Neighborhood Commercial Zone,80.0,400.0,3rd quarter 2016,Not yet,19000000
197,"Pre-owned Condominiums, etc.",Toshima Ward,Ikebukuro,Ikebukuro,8,1K,20,2007,RC,House,Category I Residential Zone,60.0,300.0,3rd quarter 2016,Not yet,19000000
198,"Pre-owned Condominiums, etc.",Toshima Ward,Ikebukuro,Ikebukuro,8,1K,20,2007,RC,House,Category I Residential Zone,60.0,300.0,3rd quarter 2016,Not yet,23000000
199,"Pre-owned Condominiums, etc.",Toshima Ward,Ikebukuro,Ikebukuro,11,1K,20,2010,RC,House,Neighborhood Commercial Zone,60.0,400.0,3rd quarter 2016,Not yet,20000000
200,"Pre-owned Condominiums, etc.",Toshima Ward,Ikebukuro,Ikebukuro,12,1LDK,40,2004,RC,House,Commercial Zone,80.0,500.0,3rd quarter 2016,Done,26000000
201,"Pre-owned Condominiums, etc.",Toshima Ward,Ikebukuro,Ikebukuro,10,Unknown,20,2000,SRC,House,Neighborhood Commercial Zone,80.0,400.0,3rd quarter 2016,Not yet,19000000
202,"Pre-owned Condominiums, etc.",Toshima Ward,Ikebukuro,Ikebukuro,7,1K,25,2011,RC,House,Commercial Zone,80.0,800.0,3rd quarter 2016,Not yet,29000000
203,"Pre-owned Condominiums, etc.",Toshima Ward,Ikebukuro,Ikebukuro,10,1K,20,2000,SRC,House,Neighborhood Commercial Zone,80.0,400.0,3rd quarter 2016,Unknown,19000000
204,"Pre-owned Condominiums, etc.",Toshima Ward,Ikebukuro,Ikebukuro,9,1K,25,2014,RC,House,Commercial Zone,80.0,400.0,3rd quarter 2016,Unknown,33000000
205,"Pre-owned Condominiums, etc.",Toshima Ward,Ikebukuro,Ikebukuro,9,Unknown,20,2006,RC,House,Neighborhood Commercial Zone,80.0,400.0,3rd quarter 2016,Not yet,22000000
206,Residential Land(Land and Building),Toshima Ward,Ikebukuro,Ikebukuro,8,Unknown,80,1982,RC,"Housing Complex, Shop",Commercial Zone,80.0,600.0,2nd quarter 2016,Unknown,150000000
207,Residential Land(Land and Building),Toshima Ward,Ikebukuro,Ikebukuro,11,Unknown,150,1992,S,Housing Complex,Category I Residential Zone,80.0,400.0,2nd quarter 2016,Unknown,86000000
208,Residential Land(Land Only),Toshima Ward,Ikebukuro,Ikebukuro,8,Unknown,100,2002.0,Unknown,Other,Category I Residential Zone,60.0,300.0,2nd quarter 2016,Unknown,60000000
209,"Pre-owned Condominiums, etc.",Toshima Ward,Ikebukuro,Ikebukuro,12,1K,35,2004,RC,House,Commercial Zone,80.0,500.0,2nd quarter 2016,Done,29000000
210,"Pre-owned Condominiums, etc.",Toshima Ward,Ikebukuro,Ikebukuro,11,1K,20,2010,RC,House,Neighborhood Commercial Zone,80.0,400.0,2nd quarter 2016,Not yet,16000000
211,"Pre-owned Condominiums, etc.",Toshima Ward,Ikebukuro,Ikebukuro,10,1K,20,2004,RC,House,Commercial Zone,80.0,400.0,2nd quarter 2016,Not yet,17000000
212,"Pre-owned Condominiums, etc.",Toshima Ward,Ikebukuro,Ikebukuro,11,1K,15,1991,SRC,House,Neighborhood Commercial Zone,80.0,400.0,2nd quarter 2016,Unknown,18000000
213,"Pre-owned Condominiums, etc.",Toshima Ward,Ikebukuro,Ikebukuro,5,1DK,20,1986,SRC,Office,Commercial Zone,80.0,600.0,2nd quarter 2016,Not yet,13000000
214,"Pre-owned Condominiums, etc.",Toshima Ward,Ikebukuro,Ikebukuro,8,1K,20,2009,RC,House,Neighborhood Commercial Zone,80.0,400.0,2nd quarter 2016,Unknown,22000000
215,"Pre-owned Condominiums, etc.",Toshima Ward,Ikebukuro,Ikebukuro,8,1K,20,2007,RC,House,Category I Residential Zone,60.0,300.0,2nd quarter 2016,Not yet,26000000
216,"Pre-owned Condominiums, etc.",Toshima Ward,Ikebukuro,Ikebukuro,11,1K,15,1991,SRC,House,Neighborhood Commercial Zone,80.0,400.0,2nd quarter 2016,Not yet,14000000
217,"Pre-owned Condominiums, etc.",Toshima Ward,Ikebukuro,Ikebukuro,7,1K,25,2011,RC,House,Commercial Zone,80.0,800.0,2nd quarter 2016,Not yet,28000000
218,"Pre-owned Condominiums, etc.",Toshima Ward,Ikebukuro,Ikebukuro,11,1K,20,1991,SRC,House,Neighborhood Commercial Zone,80.0,400.0,2nd quarter 2016,Unknown,14000000
219,"Pre-owned Condominiums, etc.",Toshima Ward,Ikebukuro,Ikebukuro,9,1K,20,2012,RC,House,Commercial Zone,80.0,500.0,2nd quarter 2016,Not yet,19000000
220,Residential Land(Land and Building),Toshima Ward,Ikebukuro,Ikebukuro,15,Unknown,60,2002.0,Unknown,Other,Category I Residential Zone,60.0,300.0,1st quarter 2016,Unknown,29000000
221,Residential Land(Land and Building),Toshima Ward,Ikebukuro,Ikebukuro,11,Unknown,100,2002.0,Unknown,Other,Category I Residential Zone,60.0,300.0,1st quarter 2016,Unknown,38000000
222,Residential Land(Land and Building),Toshima Ward,Ikebukuro,Ikebukuro,14,Unknown,55,1989,W,House,Category I Residential Zone,60.0,300.0,1st quarter 2016,Unknown,24000000
223,"Pre-owned Condominiums, etc.",Toshima Ward,Ikebukuro,Ikebukuro,11,1K,20,2002.0,RC,House,Neighborhood Commercial Zone,60.0,400.0,1st quarter 2016,Not yet,18000000
224,"Pre-owned Condominiums, etc.",Toshima Ward,Ikebukuro,Ikebukuro,13,1LDK,30,2013,RC,House,Category I Residential Zone,80.0,400.0,1st quarter 2016,Not yet,36000000
225,"Pre-owned Condominiums, etc.",Toshima Ward,Ikebukuro,Ikebukuro,13,1LDK,40,2013,RC,House,Category I Residential Zone,80.0,400.0,1st quarter 2016,Not yet,40000000
226,"Pre-owned Condominiums, etc.",Toshima Ward,Ikebukuro,Ikebukuro,9,1K,25,2006,RC,House,Neighborhood Commercial Zone,80.0,400.0,1st quarter 2016,Not yet,22000000
227,"Pre-owned Condominiums, etc.",Toshima Ward,Ikebukuro,Ikebukuro,8,3LDK,55,1999,SRC,House,Commercial Zone,80.0,500.0,1st quarter 2016,Not yet,30000000
228,"Pre-owned Condominiums, etc.",Toshima Ward,Ikebukuro,Ikebukuro,10,1DK,20,1986,SRC,House,Commercial Zone,80.0,600.0,1st quarter 2016,Not yet,18000000
229,Residential Land(Land Only),Toshima Ward,Ikebukuro,Ikebukuro,6,Unknown,50,2002.0,Unknown,Other,Commercial Zone,80.0,600.0,4th quarter 2015,Unknown,80000000
230,Residential Land(Land Only),Toshima Ward,Ikebukuro,Ikebukuro,13,Unknown,60,2002.0,Unknown,Other,Category I Residential Zone,60.0,300.0,4th quarter 2015,Unknown,40000000
231,Residential Land(Land Only),Toshima Ward,Ikebukuro,Ikebukuro,8,Unknown,260,2002.0,Unknown,Other,Category I Residential Zone,60.0,300.0,4th quarter 2015,Unknown,120000000
232,Residential Land(Land and Building),Toshima Ward,Ikebukuro,Ikebukuro,3,Unknown,185,2004,RC,Housing Complex,Commercial Zone,80.0,400.0,4th quarter 2015,Unknown,250000000
233,Residential Land(Land Only),Toshima Ward,Ikebukuro,Ikebukuro,11,Unknown,100,2002.0,Unknown,Other,Category I Residential Zone,60.0,300.0,4th quarter 2015,Unknown,30000000
234,"Pre-owned Condominiums, etc.",Toshima Ward,Ikebukuro,Ikebukuro,9,1K,20,2006,RC,House,Neighborhood Commercial Zone,80.0,400.0,4th quarter 2015,Not yet,23000000
236,"Pre-owned Condominiums, etc.",Toshima Ward,Ikebukuro,Ikebukuro,11,1K,15,1991,SRC,House,Neighborhood Commercial Zone,80.0,400.0,4th quarter 2015,Not yet,12000000
237,"Pre-owned Condominiums, etc.",Toshima Ward,Ikebukuro,Ikebukuro,15,Unknown,45,1984,RC,House,Neighborhood Commercial Zone,80.0,300.0,4th quarter 2015,Not yet,27000000
238,"Pre-owned Condominiums, etc.",Toshima Ward,Ikebukuro,Ikebukuro,6,1DK,30,2006,RC,House,Commercial Zone,80.0,600.0,4th quarter 2015,Not yet,27000000
239,Residential Land(Land and Building),Toshima Ward,Ikebukuro,Ikebukuro,10,Unknown,70,2015,W,House,Category I Residential Zone,60.0,300.0,3rd quarter 2015,Unknown,80000000
240,Residential Land(Land and Building),Toshima Ward,Ikebukuro,Ikebukuro,3,Unknown,80,1982,RC,"House, Housing Complex, Shop",Commercial Zone,80.0,600.0,3rd quarter 2015,Unknown,120000000
241,Residential Land(Land and Building),Toshima Ward,Ikebukuro,Ikebukuro,9,Unknown,115,1993,SRC,Office,Neighborhood Commercial Zone,80.0,400.0,3rd quarter 2015,Unknown,230000000
242,"Pre-owned Condominiums, etc.",Toshima Ward,Ikebukuro,Ikebukuro,6,3LDK,75,2013,RC,House,Commercial Zone,80.0,800.0,3rd quarter 2015,Not yet,79000000
243,"Pre-owned Condominiums, etc.",Toshima Ward,Ikebukuro,Ikebukuro,10,1K,20,1986,SRC,House,Commercial Zone,80.0,600.0,3rd quarter 2015,Done,15000000
244,"Pre-owned Condominiums, etc.",Toshima Ward,Ikebukuro,Ikebukuro,10,1K,20,2004,RC,House,Commercial Zone,80.0,400.0,3rd quarter 2015,Done,18000000
245,"Pre-owned Condominiums, etc.",Toshima Ward,Ikebukuro,Ikebukuro,13,1LDK,40,2004,RC,House,Commercial Zone,80.0,600.0,3rd quarter 2015,Done,32000000
246,"Pre-owned Condominiums, etc.",Toshima Ward,Ikebukuro,Ikebukuro,10,1K,20,2004,RC,House,Commercial Zone,80.0,400.0,3rd quarter 2015,Unknown,20000000
247,"Pre-owned Condominiums, etc.",Toshima Ward,Ikebukuro,Ikebukuro,8,Unknown,20,2005,RC,House,Commercial Zone,80.0,400.0,3rd quarter 2015,Not yet,19000000
248,Residential Land(Land and Building),Toshima Ward,Ikebukuro,Ikebukuro,5,Unknown,125,1988,S,"Office, Shop",Commercial Zone,80.0,800.0,2nd quarter 2015,Unknown,340000000
249,"Pre-owned Condominiums, etc.",Toshima Ward,Ikebukuro,Ikebukuro,6,Unknown,45,2013,RC,House,Commercial Zone,80.0,800.0,2nd quarter 2015,Not yet,43000000
250,"Pre-owned Condominiums, etc.",Toshima Ward,Ikebukuro,Ikebukuro,10,1K,20,2000,SRC,House,Neighborhood Commercial Zone,80.0,400.0,2nd quarter 2015,Done,19000000
251,"Pre-owned Condominiums, etc.",Toshima Ward,Ikebukuro,Ikebukuro,6,3LDK,65,2013,RC,House,Commercial Zone,80.0,800.0,2nd quarter 2015,Not yet,70000000
252,Residential Land(Land Only),Toshima Ward,Ikebukuro,Ikebukuro,6,Unknown,60,2002.0,Unknown,Other,Commercial Zone,80.0,600.0,1st quarter 2015,Unknown,100000000
253,"Pre-owned Condominiums, etc.",Toshima Ward,Ikebukuro,Ikebukuro,10,1K,20,2004,RC,House,Commercial Zone,80.0,400.0,1st quarter 2015,Unknown,15000000
254,"Pre-owned Condominiums, etc.",Toshima Ward,Ikebukuro,Ikebukuro,9,1K,20,2012,RC,House,Commercial Zone,80.0,500.0,1st quarter 2015,Not yet,23000000
255,"Pre-owned Condominiums, etc.",Toshima Ward,Ikebukuro,Ikebukuro,8,2LDK,50,2009,RC,House,Category I Residential Zone,80.0,400.0,1st quarter 2015,Not yet,38000000
256,"Pre-owned Condominiums, etc.",Toshima Ward,Ikebukuro,Ikebukuro,12,Unknown,15,1987,RC,House,Category I Residential Zone,60.0,300.0,1st quarter 2015,Unknown,8500000
258,"Pre-owned Condominiums, etc.",Toshima Ward,Ikebukuro,Ikebukuro,14,1K,20,2001,RC,House,Category I Residential Zone,60.0,300.0,1st quarter 2015,Done,17000000
259,"Pre-owned Condominiums, etc.",Toshima Ward,Ikebukuro,Ikebukuro,14,1K,20,2001,RC,House,Category I Residential Zone,60.0,300.0,1st quarter 2015,Not yet,17000000
260,"Pre-owned Condominiums, etc.",Toshima Ward,Ikebukuro,Kanamecho,3,1K,20,2002,SRC,House,Commercial Zone,80.0,500.0,2nd quarter 2020,Not yet,20000000
261,"Pre-owned Condominiums, etc.",Toshima Ward,Ikebukuro,Kanamecho,3,1K,20,2002,SRC,House,Commercial Zone,80.0,500.0,2nd quarter 2020,Not yet,21000000
262,Residential Land(Land and Building),Toshima Ward,Ikebukuro,Kanamecho,11,Unknown,45,1998,W,House,Category I Residential Zone,60.0,300.0,1st quarter 2020,Unknown,21000000
263,"Pre-owned Condominiums, etc.",Toshima Ward,Ikebukuro,Kanamecho,1,1DK,20,2013,RC,House,Commercial Zone,80.0,600.0,1st quarter 2020,Not yet,24000000
264,"Pre-owned Condominiums, etc.",Toshima Ward,Ikebukuro,Kanamecho,3,1K,20,2002,SRC,House,Commercial Zone,80.0,500.0,1st quarter 2020,Not yet,22000000
265,Residential Land(Land and Building),Toshima Ward,Ikebukuro,Kanamecho,9,Unknown,60,2019,W,House,Category I Residential Zone,60.0,300.0,4th quarter 2019,Unknown,58000000
267,Residential Land(Land Only),Toshima Ward,Ikebukuro,Kanamecho,1,Unknown,360,2002.0,Unknown,Other,Commercial Zone,80.0,500.0,4th quarter 2019,Unknown,150000000
268,Residential Land(Land and Building),Toshima Ward,Ikebukuro,Kanamecho,4,Unknown,115,2020,W,Housing Complex,Category I Exclusively Medium-high Residential Zone,60.0,300.0,4th quarter 2019,Unknown,97000000
269,"Pre-owned Condominiums, etc.",Toshima Ward,Ikebukuro,Kanamecho,1,Unknown,30,1970,SRC,House,Commercial Zone,80.0,600.0,4th quarter 2019,Not yet,15000000
270,"Pre-owned Condominiums, etc.",Toshima Ward,Ikebukuro,Kanamecho,1,1DK,20,2013,RC,House,Commercial Zone,80.0,600.0,4th quarter 2019,Not yet,24000000
271,Residential Land(Land and Building),Toshima Ward,Ikebukuro,Kanamecho,9,Unknown,90,2011,W,House,Neighborhood Commercial Zone,80.0,300.0,2nd quarter 2019,Unknown,83000000
272,Residential Land(Land and Building),Toshima Ward,Ikebukuro,Kanamecho,10,Unknown,135,1989,RC,Housing Complex,Category I Residential Zone,60.0,300.0,2nd quarter 2019,Unknown,140000000
273,"Pre-owned Condominiums, etc.",Toshima Ward,Ikebukuro,Kanamecho,11,1K,20,1997,RC,House,Commercial Zone,80.0,400.0,1st quarter 2019,Not yet,19000000
274,Residential Land(Land and Building),Toshima Ward,Ikebukuro,Kanamecho,4,Unknown,55,1970,W,House,Category I Residential Zone,60.0,300.0,4th quarter 2018,Unknown,12000000
275,Residential Land(Land Only),Toshima Ward,Ikebukuro,Kanamecho,10,Unknown,70,2002.0,Unknown,Other,Category I Residential Zone,60.0,400.0,4th quarter 2018,Unknown,63000000
276,"Pre-owned Condominiums, etc.",Toshima Ward,Ikebukuro,Kanamecho,1,1K,20,2013,RC,House,Commercial Zone,80.0,600.0,4th quarter 2018,Not yet,22000000
277,Residential Land(Land and Building),Toshima Ward,Ikebukuro,Kanamecho,2,Unknown,210,1990,S,"Housing Complex, Office, Shop",Commercial Zone,80.0,500.0,3rd quarter 2018,Unknown,130000000
278,Residential Land(Land and Building),Toshima Ward,Ikebukuro,Kanamecho,6,Unknown,45,1973,S,"Housing Complex, Office, Shop",Category I Exclusively Medium-high Residential Zone,60.0,300.0,3rd quarter 2018,Unknown,42000000
279,Residential Land(Land and Building),Toshima Ward,Ikebukuro,Kanamecho,4,Unknown,45,1997,W,House,Category I Residential Zone,60.0,300.0,3rd quarter 2018,Unknown,57000000
280,Residential Land(Land and Building),Toshima Ward,Ikebukuro,Kanamecho,10,Unknown,280,1969,RC,"Housing Complex, Warehouse",Category I Residential Zone,80.0,400.0,3rd quarter 2018,Unknown,220000000
281,Residential Land(Land Only),Toshima Ward,Ikebukuro,Kanamecho,10,Unknown,70,2002.0,Unknown,Other,Category I Residential Zone,80.0,400.0,3rd quarter 2018,Unknown,45000000
283,"Pre-owned Condominiums, etc.",Toshima Ward,Ikebukuro,Kanamecho,1,Unknown,60,2008,RC,Other,Commercial Zone,80.0,600.0,3rd quarter 2018,Done,55000000
